Fecha: 2024-05-30 15:05:03.660049, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:39:49.934388, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:39:49.970570, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:39:50.020878, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-30 17:39:55.817424, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:39:55.859154, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:39:58.996600, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:02.003525, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:04.926321, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:07.854449, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:07.859714, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:07.995206, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:09.880095, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:40:14.914733, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:40:19.997478, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-30 17:40:20.288834, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:20.308571, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:20.330280, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:23.162742, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:40:26.164916, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:24.226668, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:24.271324, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:29.475963, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:29.483139, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:30.183823, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:30.199052, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:30.205316, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:33.362824, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:36.364913, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:39.242350, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:39.250514, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:39.254239, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:42.427990, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:42.433624, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:42.439865, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:44.190334, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:49.245771, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:49.251801, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:49.336781, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-30 17:49:49.346042, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-30 17:49:49.355508, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-30 17:49:49.365142, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-30 17:49:54.433122, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.482441, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.496536, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.545001, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.579880, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.662768, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.690621, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:54.697715, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:57.373147, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-30 17:49:57.381242, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:30.095799, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:30.159593, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:30.238245, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:30.330913, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:30.354311, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:30.370363, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:35.816113, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:36.438567, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:42.550725, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:42.567394, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:42.593214, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:42.624608, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:45.581073, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:28:55.440506, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 12:28:55.469767, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:55.517681, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:28:55.546511, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:29:00.937507, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.083617, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.294165, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.307462, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.317753, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.365065, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:01.500915, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:03.564983, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:03.594979, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:03.618499, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:03.635463, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:03.651457, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.612844, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.643238, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.658231, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.668639, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.694662, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:06.706323, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:29:10.266621, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:06.838446, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:06.864688, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:06.891706, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:06.905873, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:07.002163, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:07.037863, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:07.077288, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:07.098775, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:07.109776, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:32:12.933316, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:12.944757, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:12.959492, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:12.984957, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:32:15.878157, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:31.044203, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:31.069430, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:31.165835, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 12:40:31.245321, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:31.256335, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:31.363940, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 12:40:34.001582, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:34.014630, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:34.028163, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:34.125460, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:36.953890, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:37.191546, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:39.913640, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:40.116096, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:40.163315, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 12:40:51.009480, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:51.094531, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:51.110827, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:40:51.127832, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:11.037729, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:11.342626, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:11.612810, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:11.626947, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:11.650949, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 12:41:13.435970, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:21.292637, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:21.324491, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:21.379976, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:21.498795, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.529948, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.543371, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.637266, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.686864, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.699444, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:21.815748, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:18:27.423513, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:36.758511, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:36.825732, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:36.843501, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:39.644555, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:39.700749, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:18:41.447141, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:41.467811, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:41.505948, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:41.531769, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:41.543450, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:41.574838, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:18:51.716877, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:18:51.902895, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:30.161152, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:30.174200, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:30.280974, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:30.363679, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:30.387694, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:30.402081, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:30.417926, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:30.430555, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:35.733877, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:35.843488, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:36.340561, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:36.361591, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:36.385986, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:39.386519, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:39.421605, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:45.330077, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:45.483272, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:45.519277, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:45.544595, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:45.564970, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:48.449904, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:50.294794, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:50.355075, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:50.371143, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:50.421835, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:43:50.456937, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:43:50.542512, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:43:55.794083, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:55.893480, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:56.051564, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:56.117477, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:43:57.542897, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:35.056963, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:35.071342, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:49:35.084335, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:49:35.180653, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:49:35.211643, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:49:35.271744, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:49:40.516525, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:40.534541, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:40.560759, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:44.237190, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:44.253181, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:44.294662, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:44.279164, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:50.192135, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:50.358064, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:53.218457, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:49:55.118110, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:00.373281, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:00.388617, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:00.410870, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:00.431377, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:00.561299, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:00.756992, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:00.768993, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:00.794214, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:08.399078, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:08.729046, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:08.831346, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:08.871135, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:08.892143, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:11.667877, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:11.702601, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:15.203704, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:50:15.273899, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: El valor de humedad es inferior al minimo permitido, Origen del sensor: Humedad, Tipo de alerta: Alta
Fecha: 2024-05-31 13:50:30.764002, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:31.310484, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:50:31.393898, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:23.782206, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.795651, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.812613, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.825828, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.874740, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.903380, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:23.918576, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:30.248549, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:32.993948, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:32.999427, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:35.817910, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:35.841060, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:42.399497, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:42.420993, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:43.825933, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:52:54.463733, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.479713, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.515258, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.540194, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.559171, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.572166, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:54.740266, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.032375, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.044377, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.060577, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.362041, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.379486, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:55.395499, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:57.546472, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:57.566762, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:57.591800, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:52:57.610968, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:53:03.822172, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:53:03.848692, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
